"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","192.168.1.50","192.168.1.255","ALLJOYN-NS","187","VERSION 1 ISAT"
"2","2.456802154","192.168.1.11","255.255.255.255","UDP","46","45227  >  10001 Len=4"
"3","3.688849037","52.96.79.210","192.168.1.208","TLSv1.2","98","Application Data"
"4","3.688892472","192.168.1.208","52.96.79.210","TCP","54","50980  >  443 [ACK] Seq=1 Ack=45 Win=501 Len=0"
"5","4.663115949","192.168.1.208","192.168.1.1","DNS","94","Standard query 0x3bcb A psychology.illinois.edu OPT"
"6","4.663664310","192.168.1.208","192.168.1.1","DNS","90","Standard query 0x1ff2 A ajax.googleapis.com OPT"
"7","4.664123592","192.168.1.208","192.168.1.1","DNS","105","Standard query 0xc85d A onetrust.techservices.illinois.edu OPT"
"8","4.674907746","192.168.1.1","192.168.1.208","DNS","110","Standard query response 0x3bcb A psychology.illinois.edu A 128.174.199.60 OPT"
"9","4.674908303","192.168.1.1","192.168.1.208","DNS","106","Standard query response 0x1ff2 A ajax.googleapis.com A 142.250.191.202 OPT"
"10","4.674908448","192.168.1.1","192.168.1.208","DNS","212","Standard query response 0xc85d A onetrust.techservices.illinois.edu CNAME d29t71yt82cq8p.cloudfront.net A 13.249.87.39 A 13.249.87.44 A 13.249.87.45 A 13.249.87.53 OPT"
"11","4.675852675","192.168.1.208","128.174.199.60","TCP","74","56042  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3899496026 TSecr=0 WS=128"
"12","4.678176381","192.168.1.208","192.168.1.1","DNS","91","Standard query 0x3606 A fonts.googleapis.com OPT"
"13","4.678404388","192.168.1.208","142.250.191.202","QUIC","1392","Initial, DCID=fc3da721488bc03e"
"14","4.679002260","192.168.1.208","13.249.87.53","TCP","74","51872  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=639547864 TSecr=0 WS=128"
"15","4.680154704","192.168.1.208","192.168.1.1","DNS","88","Standard query 0xa8d8 A fonts.gstatic.com OPT"
"16","4.685625588","192.168.1.1","192.168.1.208","DNS","107","Standard query response 0x3606 A fonts.googleapis.com A 172.217.6.106 OPT"
"17","4.687749024","192.168.1.208","172.217.6.106","QUIC","1392","Initial, DCID=b888e336f6914e59"
"18","4.690589192","192.168.1.1","192.168.1.208","DNS","140","Standard query response 0xa8d8 A fonts.gstatic.com CNAME gstaticadssl.l.google.com A 142.250.190.131 OPT"
"19","4.692898593","13.249.87.53","192.168.1.208","TCP","74","443  >  51872 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM=1 TSval=4287694226 TSecr=639547864 WS=512"
"20","4.692954926","192.168.1.208","13.249.87.53","TCP","66","51872  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=639547878 TSecr=4287694226"
"21","4.693036710","192.168.1.208","142.250.190.131","QUIC","1392","Initial, DCID=cdc58583a92b6b4f"
"22","4.693693482","192.168.1.208","13.249.87.53","TLSv1.3","583","Client Hello"
"23","4.696452951","128.174.199.60","192.168.1.208","TCP","74","443  >  56042 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=2393033784 TSecr=3899496026 WS=128"
"24","4.696539802","192.168.1.208","128.174.199.60","TCP","66","56042  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3899496046 TSecr=2393033784"
"25","4.697137350","192.168.1.208","128.174.199.60","TLSv1.3","583","Client Hello"
"26","4.705818839","142.250.191.202","192.168.1.208","QUIC","1392","Protected Payload (KP0)"
"27","4.708286659","192.168.1.208","142.250.191.202","QUIC","1392","Handshake, DCID=fc3da721488bc03e"
"28","4.711154900","13.249.87.53","192.168.1.208","TCP","66","443  >  51872 [ACK] Seq=1 Ack=518 Win=67072 Len=0 TSval=4287694244 TSecr=639547879"
"29","4.711155408","13.249.87.53","192.168.1.208","TLSv1.3","2922","Server Hello, Change Cipher Spec, Application Data"
"30","4.711227059","192.168.1.208","13.249.87.53","TCP","66","51872  >  443 [ACK] Seq=518 Ack=2857 Win=63488 Len=0 TSval=639547896 TSecr=4287694244"
"31","4.713108574","13.249.87.53","192.168.1.208","TCP","1494","443  >  51872 [PSH, ACK] Seq=2857 Ack=518 Win=67072 Len=1428 TSval=4287694244 TSecr=639547879 [TCP segment of a reassembled PDU]"
"32","4.713128879","192.168.1.208","13.249.87.53","TCP","66","51872  >  443 [ACK] Seq=518 Ack=4285 Win=64128 Len=0 TSval=639547898 TSecr=4287694244"
"33","4.713108812","172.217.6.106","192.168.1.208","QUIC","1392","Protected Payload (KP0)"
"34","4.713108915","13.249.87.53","192.168.1.208","TLSv1.3","1673","Application Data, Application Data, Application Data"
"35","4.713181487","192.168.1.208","13.249.87.53","TCP","66","51872  >  443 [ACK] Seq=518 Ack=5892 Win=62720 Len=0 TSval=639547898 TSecr=4287694246"
"36","4.714047973","192.168.1.208","142.250.191.202","QUIC","125","Handshake, DCID=fc3da721488bc03e"
"37","4.714439697","192.168.1.208","142.250.191.202","QUIC","112","Protected Payload (KP0), DCID=fc3da721488bc03e"
"38","4.716371714","192.168.1.208","172.217.6.106","QUIC","1392","Initial, DCID=b888e336f6914e59"
"39","4.716700713","128.174.199.60","192.168.1.208","TCP","66","443  >  56042 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=2393033807 TSecr=3899496047"
"40","4.716701100","142.250.190.131","192.168.1.208","QUIC","1392","Protected Payload (KP0)"
"41","4.717855896","192.168.1.208","172.217.6.106","QUIC","83","Handshake, DCID=b888e336f6914e59"
"42","4.718086912","192.168.1.208","142.250.190.131","QUIC","1392","Initial, DCID=cdc58583a92b6b4f"
"43","4.718847393","128.174.199.60","192.168.1.208","TLSv1.3","2962","Server Hello, Change Cipher Spec, Application Data"
"44","4.718875364","192.168.1.208","128.174.199.60","TCP","66","56042  >  443 [ACK] Seq=518 Ack=2897 Win=63488 Len=0 TSval=3899496069 TSecr=2393033808"
"45","4.718847868","128.174.199.60","192.168.1.208","TCP","1266","443  >  56042 [PSH, ACK] Seq=2897 Ack=518 Win=64768 Len=1200 TSval=2393033808 TSecr=3899496047 [TCP segment of a reassembled PDU]"
"46","4.718920221","192.168.1.208","128.174.199.60","TCP","66","56042  >  443 [ACK] Seq=518 Ack=4097 Win=62336 Len=0 TSval=3899496069 TSecr=2393033808"
"47","4.719592190","192.168.1.208","142.250.190.131","QUIC","83","Handshake, DCID=cdc58583a92b6b4f"
"48","4.726063182","142.250.191.202","192.168.1.208","QUIC","670","Protected Payload (KP0)"
"49","4.726063727","142.250.191.202","192.168.1.208","QUIC","119","Protected Payload (KP0)"
"50","4.728028031","192.168.1.208","172.217.6.106","QUIC","125","Handshake, DCID=b888e336f6914e59"
"51","4.728582251","192.168.1.208","172.217.6.106","QUIC","111","Protected Payload (KP0), DCID=b888e336f6914e59"
"52","4.731984595","128.174.199.60","192.168.1.208","TLSv1.3","1685","Application Data, Application Data, Application Data"
"53","4.732019380","192.168.1.208","128.174.199.60","TCP","66","56042  >  443 [ACK] Seq=518 Ack=5716 Win=63872 Len=0 TSval=3899496082 TSecr=2393033822"
"54","4.732516286","192.168.1.208","13.249.87.53","TLSv1.3","130","Change Cipher Spec, Application Data"
"55","4.733025455","192.168.1.208","142.250.191.202","QUIC","75","Protected Payload (KP0), DCID=fc3da721488bc03e"
"56","4.735704432","192.168.1.208","142.250.190.131","QUIC","125","Handshake, DCID=cdc58583a92b6b4f"
"57","4.736123536","192.168.1.208","142.250.190.131","QUIC","112","Protected Payload (KP0), DCID=cdc58583a92b6b4f"
"58","4.739094498","172.217.6.106","192.168.1.208","QUIC","670","Protected Payload (KP0)"
"59","4.739094742","172.217.6.106","192.168.1.208","QUIC","119","Protected Payload (KP0)"
"60","4.739412979","192.168.1.208","172.217.6.106","QUIC","75","Protected Payload (KP0), DCID=b888e336f6914e59"
"61","4.742151259","192.168.1.208","128.174.199.60","TLSv1.3","130","Change Cipher Spec, Application Data"
"62","4.742429197","192.168.1.208","128.174.199.60","TLSv1.3","158","Application Data"
"63","4.742866342","192.168.1.208","128.174.199.60","TLSv1.3","830","Application Data"
"64","4.743400953","13.249.87.53","192.168.1.208","TCP","66","443  >  51872 [ACK] Seq=5892 Ack=582 Win=67072 Len=0 TSval=4287694277 TSecr=639547917"
"65","4.743401244","13.249.87.53","192.168.1.208","TLSv1.3","128","Application Data"
"66","4.743439444","192.168.1.208","13.249.87.53","TCP","66","51872  >  443 [ACK] Seq=582 Ack=5954 Win=64128 Len=0 TSval=639547928 TSecr=4287694277"
"67","4.747042526","142.250.190.131","192.168.1.208","QUIC","670","Protected Payload (KP0)"
"68","4.747042772","142.250.190.131","192.168.1.208","QUIC","119","Protected Payload (KP0)"
"69","4.747388526","192.168.1.208","142.250.190.131","QUIC","75","Protected Payload (KP0), DCID=cdc58583a92b6b4f"
"70","4.750419472","142.250.191.202","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"71","4.756243194","128.174.199.60","192.168.1.208","TCP","66","443  >  56042 [ACK] Seq=5716 Ack=582 Win=64768 Len=0 TSval=2393033846 TSecr=3899496092"
"72","4.756243507","128.174.199.60","192.168.1.208","TLSv1.3","145","Application Data"
"73","4.756276231","192.168.1.208","128.174.199.60","TCP","66","56042  >  443 [ACK] Seq=1438 Ack=5795 Win=64128 Len=0 TSval=3899496106 TSecr=2393033846"
"74","4.756243572","128.174.199.60","192.168.1.208","TLSv1.3","145","Application Data"
"75","4.756301379","192.168.1.208","128.174.199.60","TCP","66","56042  >  443 [ACK] Seq=1438 Ack=5874 Win=64128 Len=0 TSval=3899496106 TSecr=2393033846"
"76","4.756243643","128.174.199.60","192.168.1.208","TLSv1.3","128","Application Data"
"77","4.756308640","192.168.1.208","128.174.199.60","TCP","66","56042  >  443 [ACK] Seq=1438 Ack=5936 Win=64128 Len=0 TSval=3899496106 TSecr=2393033847"
"78","4.756243710","128.174.199.60","192.168.1.208","TCP","66","443  >  56042 [ACK] Seq=5936 Ack=674 Win=64768 Len=0 TSval=2393033847 TSecr=3899496092"
"79","4.756243779","128.174.199.60","192.168.1.208","TLSv1.3","97","Application Data"
"80","4.756317799","192.168.1.208","128.174.199.60","TCP","66","56042  >  443 [ACK] Seq=1438 Ack=5967 Win=64128 Len=0 TSval=3899496106 TSecr=2393033847"
"81","4.756535830","192.168.1.208","128.174.199.60","TLSv1.3","97","Application Data"
"82","4.757757364","128.174.199.60","192.168.1.208","TCP","66","443  >  56042 [ACK] Seq=5967 Ack=1438 Win=64128 Len=0 TSval=2393033847 TSecr=3899496093"
"83","4.758732035","192.168.1.208","142.250.191.202","QUIC","75","Protected Payload (KP0), DCID=fc3da721488bc03e"
"84","4.765036945","192.168.1.208","172.217.6.106","QUIC","75","Protected Payload (KP0), DCID=b888e336f6914e59"
"85","4.765101056","172.217.6.106","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"86","4.770357636","128.174.199.60","192.168.1.208","TCP","66","443  >  56042 [ACK] Seq=5967 Ack=1469 Win=64128 Len=0 TSval=2393033861 TSecr=3899496106"
"87","4.772037775","142.250.190.131","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"88","4.773429424","192.168.1.208","142.250.190.131","QUIC","75","Protected Payload (KP0), DCID=cdc58583a92b6b4f"
"89","5.226291218","128.174.199.60","192.168.1.208","TCP","2962","443  >  56042 [PSH, ACK] Seq=5967 Ack=1469 Win=64128 Len=2896 TSval=2393034203 TSecr=3899496106 [TCP segment of a reassembled PDU]"
"90","5.226358276","192.168.1.208","128.174.199.60","TCP","66","56042  >  443 [ACK] Seq=1469 Ack=8863 Win=63488 Len=0 TSval=3899496576 TSecr=2393034203"
"91","5.226291745","128.174.199.60","192.168.1.208","TLSv1.3","1137","Application Data"
"92","5.226411567","192.168.1.208","128.174.199.60","TCP","66","56042  >  443 [ACK] Seq=1469 Ack=9934 Win=62592 Len=0 TSval=3899496576 TSecr=2393034203"
"93","5.226291854","128.174.199.60","192.168.1.208","TCP","2962","443  >  56042 [PSH, ACK] Seq=9934 Ack=1469 Win=64128 Len=2896 TSval=2393034203 TSecr=3899496106 [TCP segment of a reassembled PDU]"
"94","5.226430293","192.168.1.208","128.174.199.60","TCP","66","56042  >  443 [ACK] Seq=1469 Ack=12830 Win=60544 Len=0 TSval=3899496576 TSecr=2393034203"
"95","5.226292215","128.174.199.60","192.168.1.208","TLSv1.3","1212","Application Data"
"96","5.226445179","192.168.1.208","128.174.199.60","TCP","66","56042  >  443 [ACK] Seq=1469 Ack=13976 Win=59648 Len=0 TSval=3899496576 TSecr=2393034203"
"97","5.226626983","128.174.199.60","192.168.1.208","TCP","2962","443  >  56042 [PSH, ACK] Seq=13976 Ack=1469 Win=64128 Len=2896 TSval=2393034204 TSecr=3899496106 [TCP segment of a reassembled PDU]"
"98","5.226642859","192.168.1.208","128.174.199.60","TCP","66","56042  >  443 [ACK] Seq=1469 Ack=16872 Win=63488 Len=0 TSval=3899496577 TSecr=2393034204"
"99","5.226627179","128.174.199.60","192.168.1.208","TLSv1.3","1291","Application Data"
"100","5.226665702","192.168.1.208","128.174.199.60","TCP","66","56042  >  443 [ACK] Seq=1469 Ack=18097 Win=62592 Len=0 TSval=3899496577 TSecr=2393034204"
"101","5.226627304","128.174.199.60","192.168.1.208","TCP","1514","443  >  56042 [ACK] Seq=18097 Ack=1469 Win=64128 Len=1448 TSval=2393034204 TSecr=3899496106 [TCP segment of a reassembled PDU]"
"102","5.226679657","192.168.1.208","128.174.199.60","TCP","66","56042  >  443 [ACK] Seq=1469 Ack=19545 Win=61440 Len=0 TSval=3899496577 TSecr=2393034204"
"103","5.226627436","3.211.86.134","192.168.1.208","TLSv1.2","729","Application Data"
"104","5.226719367","192.168.1.208","3.211.86.134","TCP","66","50526  >  443 [ACK] Seq=1 Ack=664 Win=501 Len=0 TSval=2903405785 TSecr=5346135"
"105","5.226627547","128.174.199.60","192.168.1.208","TCP","1514","443  >  56042 [ACK] Seq=19545 Ack=1469 Win=64128 Len=1448 TSval=2393034251 TSecr=3899496106 [TCP segment of a reassembled PDU]"
"106","5.226736638","192.168.1.208","128.174.199.60","TCP","66","56042  >  443 [ACK] Seq=1469 Ack=20993 Win=60416 Len=0 TSval=3899496577 TSecr=2393034251"
"107","5.241711407","128.174.199.60","192.168.1.208","TLSv1.3","289","Application Data, Application Data, Application Data"
"108","5.241750918","192.168.1.208","128.174.199.60","TCP","66","56042  >  443 [ACK] Seq=1469 Ack=21216 Win=63104 Len=0 TSval=3899496592 TSecr=2393034332"
"109","5.249009984","192.168.1.208","192.168.1.1","DNS","91","Standard query 0xa770 A mx.technolutions.net OPT"
"110","5.260924048","192.168.1.1","192.168.1.208","DNS","155","Standard query response 0xa770 A mx.technolutions.net A 99.84.174.32 A 99.84.174.3 A 99.84.174.115 A 99.84.174.69 OPT"
"111","5.262012837","192.168.1.208","99.84.174.32","TCP","74","50982  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=454373110 TSecr=0 WS=128"
"112","5.273703127","99.84.174.32","192.168.1.208","TCP","74","443  >  50982 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM=1 TSval=3915695706 TSecr=454373110 WS=512"
"113","5.273768253","192.168.1.208","99.84.174.32","TCP","66","50982  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=454373122 TSecr=3915695706"
"114","5.274285035","192.168.1.208","99.84.174.32","TLSv1.3","583","Client Hello"
"115","5.287376932","99.84.174.32","192.168.1.208","TCP","66","443  >  50982 [ACK] Seq=1 Ack=518 Win=67072 Len=0 TSval=3915695720 TSecr=454373122"
"116","5.290166514","99.84.174.32","192.168.1.208","TLSv1.3","1494","Server Hello, Change Cipher Spec, Application Data"
"117","5.290183186","192.168.1.208","99.84.174.32","TCP","66","50982  >  443 [ACK] Seq=518 Ack=1429 Win=63104 Len=0 TSval=454373138 TSecr=3915695723"
"118","5.292166309","99.84.174.32","192.168.1.208","TCP","2922","443  >  50982 [PSH, ACK] Seq=1429 Ack=518 Win=67072 Len=2856 TSval=3915695723 TSecr=454373122 [TCP segment of a reassembled PDU]"
"119","5.292186675","192.168.1.208","99.84.174.32","TCP","66","50982  >  443 [ACK] Seq=518 Ack=4285 Win=63488 Len=0 TSval=454373140 TSecr=3915695723"
"120","5.292166472","99.84.174.32","192.168.1.208","TLSv1.3","1645","Application Data, Application Data, Application Data"
"121","5.292213336","192.168.1.208","99.84.174.32","TCP","66","50982  >  443 [ACK] Seq=518 Ack=5864 Win=61952 Len=0 TSval=454373140 TSecr=3915695725"
"122","5.296214342","192.168.1.208","99.84.174.32","TLSv1.3","130","Change Cipher Spec, Application Data"
"123","5.296441250","192.168.1.208","99.84.174.32","TLSv1.3","158","Application Data"
"124","5.296608274","192.168.1.208","99.84.174.32","TLSv1.3","457","Application Data"
"125","5.296744093","192.168.1.208","99.84.174.32","TLSv1.3","430","Application Data"
"126","5.306538107","99.84.174.32","192.168.1.208","TCP","66","443  >  50982 [ACK] Seq=5864 Ack=582 Win=67072 Len=0 TSval=3915695739 TSecr=454373144"
"127","5.306538394","99.84.174.32","192.168.1.208","TLSv1.3","128","Application Data"
"128","5.306561919","192.168.1.208","99.84.174.32","TCP","66","50982  >  443 [ACK] Seq=1429 Ack=5926 Win=64128 Len=0 TSval=454373154 TSecr=3915695739"
"129","5.306538439","99.84.174.32","192.168.1.208","TCP","66","443  >  50982 [ACK] Seq=5926 Ack=674 Win=67072 Len=0 TSval=3915695739 TSecr=454373144"
"130","5.306538489","99.84.174.32","192.168.1.208","TLSv1.3","97","Application Data"
"131","5.306588134","192.168.1.208","99.84.174.32","TCP","66","50982  >  443 [ACK] Seq=1429 Ack=5957 Win=64128 Len=0 TSval=454373155 TSecr=3915695739"
"132","5.306538534","99.84.174.32","192.168.1.208","TCP","66","443  >  50982 [ACK] Seq=5957 Ack=1065 Win=68096 Len=0 TSval=3915695739 TSecr=454373145"
"133","5.306538589","99.84.174.32","192.168.1.208","TCP","66","443  >  50982 [ACK] Seq=5957 Ack=1429 Win=69120 Len=0 TSval=3915695740 TSecr=454373145"
"134","5.306703652","192.168.1.208","99.84.174.32","TLSv1.3","97","Application Data"
"135","5.318954419","99.84.174.32","192.168.1.208","TCP","66","443  >  50982 [ACK] Seq=5957 Ack=1460 Win=69120 Len=0 TSval=3915695751 TSecr=454373155"
"136","5.329196358","192.168.1.208","192.168.1.1","DNS","90","Standard query 0xc022 A enroll.illinois.edu OPT"
"137","5.330531479","192.168.1.208","192.168.1.1","DNS","95","Standard query 0xf6cc A www.google-analytics.com OPT"
"138","5.331585766","192.168.1.208","142.250.190.131","QUIC","1392","Initial, DCID=b7a273817492cc7a"
"139","5.338361567","192.168.1.1","192.168.1.208","DNS","146","Standard query response 0xc022 A enroll.illinois.edu CNAME cluster2.technolutions.net A 34.198.122.35 OPT"
"140","5.338361796","192.168.1.1","192.168.1.208","DNS","155","Standard query response 0xf6cc A www.google-analytics.com CNAME www-google-analytics.l.google.com A 142.250.190.14 OPT"
"141","5.338737469","192.168.1.208","34.198.122.35","TCP","74","35240  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=651984673 TSecr=0 WS=128"
"142","5.339150047","192.168.1.208","142.250.190.14","QUIC","1392","Initial, DCID=5bc8fa61983f0273"
"143","5.355932649","142.250.190.131","192.168.1.208","QUIC","1392","Protected Payload (KP0)"
"144","5.356467185","192.168.1.208","142.250.190.131","QUIC","201","Protected Payload (KP0), DCID=b7a273817492cc7a"
"145","5.361928308","142.250.190.14","192.168.1.208","QUIC","1392","Protected Payload (KP0)"
"146","5.363698091","192.168.1.208","142.250.190.14","QUIC","1392","Handshake, DCID=5bc8fa61983f0273"
"147","5.364451950","192.168.1.208","142.250.190.14","QUIC","125","Handshake, DCID=5bc8fa61983f0273"
"148","5.364567725","192.168.1.208","142.250.190.14","QUIC","108","Protected Payload (KP0), DCID=5bc8fa61983f0273"
"149","5.364792620","192.168.1.208","142.250.190.14","QUIC","413","Protected Payload (KP0), DCID=5bc8fa61983f0273"
"150","5.368858255","142.250.190.131","192.168.1.208","QUIC","670","Protected Payload (KP0)"
"151","5.368858317","142.250.190.131","192.168.1.208","QUIC","119","Protected Payload (KP0)"
"152","5.368858346","34.198.122.35","192.168.1.208","TCP","74","443  >  35240 [SYN, ACK] Seq=0 Ack=1 Win=23360 Len=0 MSS=1460 WS=512 SACK_PERM=1 TSval=910707625 TSecr=651984673"
"153","5.368885445","192.168.1.208","34.198.122.35","TCP","66","35240  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=651984703 TSecr=910707625"
"154","5.368951110","192.168.1.208","142.250.190.131","QUIC","75","Protected Payload (KP0), DCID=b7a273817492cc7a"
"155","5.369120528","192.168.1.208","34.198.122.35","TLSv1.2","583","Client Hello"
"156","5.375055931","142.250.190.14","192.168.1.208","QUIC","670","Protected Payload (KP0)"
"157","5.375056089","142.250.190.14","192.168.1.208","QUIC","119","Protected Payload (KP0)"
"158","5.375056118","142.250.190.14","192.168.1.208","QUIC","319","Protected Payload (KP0)"
"159","5.375056147","142.250.190.14","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"160","5.375268994","192.168.1.208","142.250.190.14","QUIC","75","Protected Payload (KP0), DCID=5bc8fa61983f0273"
"161","5.375409359","192.168.1.208","142.250.190.14","QUIC","77","Protected Payload (KP0), DCID=5bc8fa61983f0273"
"162","5.386328276","192.168.1.208","192.168.1.1","DNS","91","Standard query 0x1491 A cdnjs.cloudflare.com OPT"
"163","5.394939567","192.168.1.208","142.250.190.131","QUIC","75","Protected Payload (KP0), DCID=b7a273817492cc7a"
"164","5.396158189","142.250.190.131","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"165","5.396158458","192.168.1.1","192.168.1.208","DNS","123","Standard query response 0x1491 A cdnjs.cloudflare.com A 104.16.19.94 A 104.16.18.94 OPT"
"166","5.400680173","192.168.1.208","142.250.190.14","QUIC","75","Protected Payload (KP0), DCID=5bc8fa61983f0273"
"167","5.402485006","34.198.122.35","192.168.1.208","TCP","66","443  >  35240 [ACK] Seq=1 Ack=518 Win=23552 Len=0 TSval=910707658 TSecr=651984703"
"168","5.404062295","34.198.122.35","192.168.1.208","TLSv1.2","1514","Server Hello"
"169","5.404088710","192.168.1.208","34.198.122.35","TCP","66","35240  >  443 [ACK] Seq=518 Ack=1449 Win=64128 Len=0 TSval=651984738 TSecr=910707658"
"170","5.404062535","34.198.122.35","192.168.1.208","TCP","1514","443  >  35240 [ACK] Seq=1449 Ack=518 Win=23552 Len=1448 TSval=910707658 TSecr=651984703 [TCP segment of a reassembled PDU]"
"171","5.404116340","192.168.1.208","34.198.122.35","TCP","66","35240  >  443 [ACK] Seq=518 Ack=2897 Win=63360 Len=0 TSval=651984738 TSecr=910707658"
"172","5.404523543","192.168.1.208","192.168.1.1","DNS","90","Standard query 0xf093 A pixel.sitescout.com OPT"
"173","5.405890206","34.198.122.35","192.168.1.208","TLSv1.2","2172","Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"174","5.405902070","192.168.1.208","34.198.122.35","TCP","66","35240  >  443 [ACK] Seq=518 Ack=5003 Win=63872 Len=0 TSval=651984740 TSecr=910707658"
"175","5.411361905","142.250.190.14","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"176","5.411362091","192.168.1.1","192.168.1.208","DNS","106","Standard query response 0xf093 A pixel.sitescout.com A 216.152.140.211 OPT"
"177","5.411616679","192.168.1.208","34.198.122.35","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"178","5.411724785","192.168.1.208","216.152.140.211","TCP","74","55004  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1534822357 TSecr=0 WS=128"
"179","5.438869053","99.84.174.32","192.168.1.208","TLSv1.3","586","Application Data"
"180","5.438881444","192.168.1.208","99.84.174.32","TCP","66","50982  >  443 [ACK] Seq=1460 Ack=6477 Win=64128 Len=0 TSval=454373287 TSecr=3915695872"
"181","5.438869229","99.84.174.32","192.168.1.208","TLSv1.3","97","Application Data"
"182","5.438898268","192.168.1.208","99.84.174.32","TCP","66","50982  >  443 [ACK] Seq=1460 Ack=6508 Win=64128 Len=0 TSval=454373287 TSecr=3915695872"
"183","5.442133208","34.198.122.35","192.168.1.208","TCP","66","443  >  35240 [ACK] Seq=5003 Ack=644 Win=23552 Len=0 TSval=910707698 TSecr=651984746"
"184","5.442133367","34.198.122.35","192.168.1.208","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"185","5.442149766","192.168.1.208","34.198.122.35","TCP","66","35240  >  443 [ACK] Seq=644 Ack=5054 Win=64128 Len=0 TSval=651984776 TSecr=910707698"
"186","5.442133397","216.152.140.211","192.168.1.208","TCP","62","443  >  55004 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 WS=256"
"187","5.442173780","192.168.1.208","216.152.140.211","TCP","54","55004  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0"
"188","5.442449514","192.168.1.208","216.152.140.211","TLSv1.2","571","Client Hello"
"189","5.442574043","192.168.1.208","34.198.122.35","TLSv1.2","1147","Application Data"
"190","5.468294341","192.168.1.208","142.250.190.14","QUIC","463","Protected Payload (KP0), DCID=5bc8fa61983f0273"
"191","5.476040062","34.198.122.35","192.168.1.208","TCP","66","443  >  35240 [ACK] Seq=5054 Ack=1725 Win=24576 Len=0 TSval=910707732 TSecr=651984777"
"192","5.478830855","216.152.140.211","192.168.1.208","TLSv1.2","1514","Server Hello"
"193","5.478852781","192.168.1.208","216.152.140.211","TCP","54","55004  >  443 [ACK] Seq=518 Ack=1461 Win=63104 Len=0"
"194","5.480619802","216.152.140.211","192.168.1.208","TLSv1.2","1869","Certificate, Server Key Exchange, Server Hello Done"
"195","5.480634496","192.168.1.208","216.152.140.211","TCP","54","55004  >  443 [ACK] Seq=518 Ack=3276 Win=63872 Len=0"
"196","5.480619966","142.250.190.14","192.168.1.208","QUIC","69","Protected Payload (KP0)"
"197","5.484097930","192.168.1.208","216.152.140.211","TLSv1.2","172","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"198","5.484433591","192.168.1.208","216.152.140.211","TLSv1.2","1140","Application Data, Application Data"
"199","5.485005828","192.168.1.208","216.152.140.211","TLSv1.2","240","Application Data"
"200","5.490126061","142.250.190.14","192.168.1.208","QUIC","274","Protected Payload (KP0)"
"201","5.490500331","192.168.1.208","142.250.190.14","QUIC","77","Protected Payload (KP0), DCID=5bc8fa61983f0273"
"202","5.502849239","34.198.122.35","192.168.1.208","TLSv1.2","976","Application Data"
"203","5.502865160","192.168.1.208","34.198.122.35","TCP","66","35240  >  443 [ACK] Seq=1725 Ack=5964 Win=63232 Len=0 TSval=651984837 TSecr=910707759"
"204","5.516066986","216.152.140.211","192.168.1.208","TCP","60","443  >  55004 [ACK] Seq=3276 Ack=1722 Win=32512 Len=0"
"205","5.516067148","216.152.140.211","192.168.1.208","TLSv1.2","97","Change Cipher Spec, Encrypted Handshake Message"
"206","5.516094003","192.168.1.208","216.152.140.211","TCP","54","55004  >  443 [ACK] Seq=1908 Ack=3319 Win=64128 Len=0"
"207","5.516067183","216.152.140.211","192.168.1.208","TLSv1.2","111","Application Data"
"208","5.516105672","192.168.1.208","216.152.140.211","TCP","54","55004  >  443 [ACK] Seq=1908 Ack=3376 Win=64128 Len=0"
"209","5.516067216","216.152.140.211","192.168.1.208","TLSv1.2","2436","Application Data"
