"No.","Time","Source","Destination","Protocol","Length","Info"
"2389","42.576089072","142.250.190.78","192.168.1.208","QUIC","611","Protected Payload (KP0)"
"2390","42.576089237","142.250.190.78","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"2391","42.576395760","192.168.1.208","142.250.190.78","QUIC","77","Protected Payload (KP0), DCID=e9e946a4370ee9a1"
"2392","42.577109104","192.168.1.208","172.217.8.202","QUIC","75","Protected Payload (KP0), DCID=57cbea79cf8d91c3"
"2393","42.578055823","172.217.8.202","192.168.1.208","QUIC","1392","Protected Payload (KP0)"
"2394","42.578743804","192.168.1.208","172.217.8.202","QUIC","193","Protected Payload (KP0), DCID=041bd845899daead"
"2395","42.579029556","192.168.1.208","172.217.8.202","QUIC","1388","Protected Payload (KP0), DCID=041bd845899daead"
"2396","42.579045193","192.168.1.208","172.217.8.202","QUIC","228","Protected Payload (KP0), DCID=041bd845899daead"
"2397","42.589465566","172.217.8.202","192.168.1.208","QUIC","670","Protected Payload (KP0)"
"2398","42.589465610","172.217.8.202","192.168.1.208","QUIC","119","Protected Payload (KP0)"
"2399","42.589649565","192.168.1.208","172.217.8.202","QUIC","75","Protected Payload (KP0), DCID=041bd845899daead"
"2400","42.592521895","172.217.8.202","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"2401","42.592522005","172.217.8.202","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"2402","42.592522044","172.217.8.202","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"2403","42.601962351","192.168.1.208","142.250.190.78","QUIC","75","Protected Payload (KP0), DCID=e9e946a4370ee9a1"
"2404","42.613013101","142.250.190.78","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"2405","42.618329356","192.168.1.208","172.217.8.202","QUIC","75","Protected Payload (KP0), DCID=041bd845899daead"
"2406","42.663266610","172.217.8.202","192.168.1.208","QUIC","805","Protected Payload (KP0)"
"2407","42.663266782","172.217.8.202","192.168.1.208","QUIC","267","Protected Payload (KP0)"
"2408","42.663484422","192.168.1.208","172.217.8.202","QUIC","77","Protected Payload (KP0), DCID=041bd845899daead"
"2409","42.689228844","192.168.1.208","172.217.8.202","QUIC","75","Protected Payload (KP0), DCID=041bd845899daead"
"2410","42.701695065","172.217.8.202","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"2411","42.718090524","192.168.1.208","172.217.4.238","QUIC","75","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2412","42.732828823","192.168.1.208","172.217.212.189","UDP","75","38213  >  443 Len=33"
"2413","42.733911141","172.217.4.238","192.168.1.208","QUIC","68","Protected Payload (KP0)"
"2414","42.760004965","172.217.212.189","192.168.1.208","UDP","67","443  >  38213 Len=25"
"2415","42.802895138","192.168.1.208","172.217.4.238","QUIC","431","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2416","42.815228728","172.217.4.238","192.168.1.208","QUIC","72","Protected Payload (KP0)"
"2417","42.815273610","192.168.1.208","172.217.4.206","QUIC","1326","Protected Payload (KP0), DCID=463c6e3fa27148d3"
"2418","42.816878672","192.168.1.208","172.217.4.206","QUIC","666","Protected Payload (KP0), DCID=463c6e3fa27148d3"
"2419","42.818052054","192.168.1.208","172.217.4.238","QUIC","75","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2420","42.829331341","172.217.4.206","192.168.1.208","QUIC","69","Protected Payload (KP0)"
"2421","42.829331525","172.217.4.206","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"2422","42.829331554","172.217.4.206","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"2423","42.829518520","192.168.1.208","172.217.4.206","QUIC","75","Protected Payload (KP0), DCID=463c6e3fa27148d3"
"2424","42.838870129","192.168.1.208","172.217.4.238","QUIC","174","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2425","42.839019059","192.168.1.208","142.250.191.131","QUIC","146","Protected Payload (KP0), DCID=8b6e291d3d47234c"
"2426","42.856152895","142.250.191.131","192.168.1.208","QUIC","69","Protected Payload (KP0)"
"2427","42.856153012","172.217.4.238","192.168.1.208","QUIC","72","Protected Payload (KP0)"
"2428","42.856153040","142.250.191.131","192.168.1.208","QUIC","997","Protected Payload (KP0)"
"2429","42.867586758","192.168.1.208","142.250.191.131","QUIC","77","Protected Payload (KP0), DCID=8b6e291d3d47234c"
"2430","42.870150291","192.168.1.208","172.217.4.238","QUIC","75","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2431","42.871230042","172.217.4.238","192.168.1.208","QUIC","413","Protected Payload (KP0)"
"2432","42.871230123","172.217.4.238","192.168.1.208","QUIC","88","Protected Payload (KP0)"
"2433","42.871399721","192.168.1.208","172.217.4.238","QUIC","79","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2434","42.874003315","192.168.1.208","172.217.4.238","QUIC","75","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2435","42.879081753","172.217.4.238","192.168.1.208","QUIC","77","Protected Payload (KP0)"
"2436","42.879081941","172.217.4.238","192.168.1.208","QUIC","226","Protected Payload (KP0)"
"2437","42.882123940","192.168.1.208","172.217.4.238","QUIC","75","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2438","42.883941388","172.217.4.238","192.168.1.208","QUIC","68","Protected Payload (KP0)"
"2439","42.905873157","142.250.191.131","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"2440","42.908220298","172.217.4.206","192.168.1.208","QUIC","547","Protected Payload (KP0)"
"2441","42.908220570","172.217.4.206","192.168.1.208","QUIC","518","Protected Payload (KP0)"
"2442","42.908220692","172.217.4.206","192.168.1.208","QUIC","272","Protected Payload (KP0)"
"2443","42.908758150","192.168.1.208","172.217.4.206","QUIC","77","Protected Payload (KP0), DCID=463c6e3fa27148d3"
"2444","42.909049482","192.168.1.208","172.217.4.206","QUIC","75","Protected Payload (KP0), DCID=463c6e3fa27148d3"
"2445","42.936102621","172.217.4.238","192.168.1.208","QUIC","626","Protected Payload (KP0)"
"2446","42.936102758","172.217.4.238","192.168.1.208","QUIC","541","Protected Payload (KP0)"
"2447","42.936304583","192.168.1.208","172.217.4.238","QUIC","79","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2448","42.938924082","172.217.4.238","192.168.1.208","QUIC","68","Protected Payload (KP0)"
"2449","42.939030530","192.168.1.208","172.217.4.238","QUIC","75","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2450","42.940315651","192.168.1.208","172.217.4.206","QUIC","688","Protected Payload (KP0), DCID=463c6e3fa27148d3"
"2451","42.948718281","172.217.4.206","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"2452","42.948718476","172.217.4.238","192.168.1.208","QUIC","68","Protected Payload (KP0)"
"2453","42.952623555","172.217.4.206","192.168.1.208","QUIC","69","Protected Payload (KP0)"
"2454","42.952623684","172.217.4.206","192.168.1.208","QUIC","382","Protected Payload (KP0)"
"2455","42.952834393","192.168.1.208","172.217.4.206","QUIC","77","Protected Payload (KP0), DCID=463c6e3fa27148d3"
"2456","42.953944990","172.217.4.206","192.168.1.208","QUIC","126","Protected Payload (KP0)"
"2457","42.953945157","172.217.4.206","192.168.1.208","QUIC","113","Protected Payload (KP0)"
"2458","42.954029728","192.168.1.208","172.217.4.206","QUIC","75","Protected Payload (KP0), DCID=463c6e3fa27148d3"
"2459","42.991428338","172.217.4.206","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"2460","43.027205640","172.217.4.206","192.168.1.208","QUIC","705","Protected Payload (KP0)"
"2461","43.027206232","172.217.4.206","192.168.1.208","QUIC","149","Protected Payload (KP0)"
"2462","43.027635032","192.168.1.208","172.217.4.206","QUIC","77","Protected Payload (KP0), DCID=463c6e3fa27148d3"
"2463","43.052937351","192.168.1.208","172.217.4.206","QUIC","75","Protected Payload (KP0), DCID=463c6e3fa27148d3"
"2464","43.063510586","172.217.4.206","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"2465","43.149398707","192.168.1.208","172.217.4.238","QUIC","75","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2466","43.164626639","172.217.4.238","192.168.1.208","QUIC","68","Protected Payload (KP0)"
"2467","43.365125282","192.168.1.208","172.217.4.238","QUIC","75","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2468","43.381306336","172.217.4.238","192.168.1.208","QUIC","68","Protected Payload (KP0)"
"2469","43.459630627","52.96.79.210","192.168.1.208","TLSv1.2","98","Application Data"
"2470","43.459686784","192.168.1.208","52.96.79.210","TCP","54","50980  >  443 [ACK] Seq=1 Ack=133 Win=501 Len=0"
"2471","43.582650188","192.168.1.208","172.217.4.238","QUIC","75","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2472","43.599400425","172.217.4.238","192.168.1.208","QUIC","68","Protected Payload (KP0)"
"2473","43.800219079","192.168.1.208","172.217.4.238","QUIC","75","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2474","43.816371202","172.217.4.238","192.168.1.208","QUIC","68","Protected Payload (KP0)"
"2475","44.007109087","192.168.1.208","162.247.243.146","TLSv1.2","1167","[TCP Previous segment not captured] , Application Data"
"2476","44.008496300","192.168.1.208","3.211.86.134","TLSv1.2","120","Application Data"
"2477","44.008603066","192.168.1.208","3.211.86.134","TLSv1.2","120","Application Data"
"2478","44.008681756","192.168.1.208","3.211.86.134","TLSv1.2","120","Application Data"
"2479","44.008757580","192.168.1.208","3.211.86.134","TLSv1.2","120","Application Data"
"2480","44.008819856","192.168.1.208","3.211.86.134","TLSv1.2","120","Application Data"
"2481","44.008876455","192.168.1.208","3.211.86.134","TLSv1.2","120","Application Data"
"2482","44.011942896","192.168.1.208","192.168.1.1","DNS","135","Standard query 0xc34d A clickstream-killswitch.hd-personalization-prod.gcp.homedepot.com OPT"
"2483","44.017390693","192.168.1.208","172.217.4.238","QUIC","75","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2484","44.018783034","192.168.1.1","192.168.1.208","DNS","192","Standard query response 0xc34d A clickstream-killswitch.hd-personalization-prod.gcp.homedepot.com CNAME clickstream-killswitch-api.hd-personalization-prod.gcp.homedepot.com A 130.211.21.250 OPT"
"2485","44.019137919","192.168.1.208","130.211.21.250","TCP","74","57502  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1902050487 TSecr=0 WS=128"
"2486","44.021518423","162.247.243.146","192.168.1.208","TCP","60","[TCP ACKed unseen segment] 443  >  38398 [ACK] Seq=1 Ack=1115 Win=354 Len=0"
"2487","44.031196851","130.211.21.250","192.168.1.208","TCP","74","443  >  57502 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 TSval=124181192 TSecr=1902050487 WS=256"
"2488","44.031241423","192.168.1.208","130.211.21.250","TCP","66","57502  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1902050499 TSecr=124181192"
"2489","44.031197153","172.217.4.238","192.168.1.208","QUIC","68","Protected Payload (KP0)"
"2490","44.031524210","192.168.1.208","130.211.21.250","TLSv1.3","705","Client Hello"
"2491","44.039493960","3.211.86.134","192.168.1.208","TCP","66","443  >  50534 [ACK] Seq=670 Ack=167 Win=11 Len=0 TSval=95357289 TSecr=2903444567"
"2492","44.039494285","3.211.86.134","192.168.1.208","TLSv1.2","122","Application Data"
"2493","44.039524787","192.168.1.208","3.211.86.134","TCP","66","50534  >  443 [ACK] Seq=167 Ack=726 Win=501 Len=0 TSval=2903444597 TSecr=95357289"
"2494","44.043118899","3.211.86.134","192.168.1.208","TCP","66","443  >  50532 [ACK] Seq=1 Ack=167 Win=11 Len=0 TSval=122362025 TSecr=2903444567"
"2495","44.043119077","3.211.86.134","192.168.1.208","TCP","66","443  >  50542 [ACK] Seq=1 Ack=167 Win=11 Len=0 TSval=240257860 TSecr=2903444567"
"2496","44.043119147","3.211.86.134","192.168.1.208","TCP","66","443  >  50526 [ACK] Seq=664 Ack=167 Win=11 Len=0 TSval=5355847 TSecr=2903444566"
"2497","44.043119219","3.211.86.134","192.168.1.208","TCP","66","443  >  50530 [ACK] Seq=677 Ack=167 Win=12 Len=0 TSval=230361077 TSecr=2903444567"
"2498","44.043119290","3.211.86.134","192.168.1.208","TLSv1.2","122","Application Data"
"2499","44.043200852","192.168.1.208","3.211.86.134","TCP","66","50532  >  443 [ACK] Seq=167 Ack=57 Win=501 Len=0 TSval=2903444601 TSecr=122362026"
"2500","44.043119360","3.211.86.134","192.168.1.208","TCP","66","443  >  50536 [ACK] Seq=1 Ack=167 Win=11 Len=0 TSval=226762548 TSecr=2903444567"
"2501","44.043119436","3.211.86.134","192.168.1.208","TLSv1.2","122","Application Data"
"2502","44.043235066","192.168.1.208","3.211.86.134","TCP","66","50526  >  443 [ACK] Seq=167 Ack=720 Win=501 Len=0 TSval=2903444601 TSecr=5355847"
"2503","44.043119502","3.211.86.134","192.168.1.208","TLSv1.2","122","Application Data"
"2504","44.043244449","192.168.1.208","3.211.86.134","TCP","66","50542  >  443 [ACK] Seq=167 Ack=57 Win=501 Len=0 TSval=2903444601 TSecr=240257861"
"2505","44.043272750","3.211.86.134","192.168.1.208","TLSv1.2","122","Application Data"
"2506","44.043281063","192.168.1.208","3.211.86.134","TCP","66","50536  >  443 [ACK] Seq=167 Ack=57 Win=501 Len=0 TSval=2903444601 TSecr=226762548"
"2507","44.043272853","3.211.86.134","192.168.1.208","TLSv1.2","122","Application Data"
"2508","44.043297609","192.168.1.208","3.211.86.134","TCP","66","50530  >  443 [ACK] Seq=167 Ack=733 Win=501 Len=0 TSval=2903444601 TSecr=230361077"
"2509","44.046042065","130.211.21.250","192.168.1.208","TCP","66","443  >  57502 [ACK] Seq=1 Ack=640 Win=66816 Len=0 TSval=124181207 TSecr=1902050499"
"2510","44.056541543","130.211.21.250","192.168.1.208","TLSv1.3","278","Server Hello, Change Cipher Spec, Application Data"
"2511","44.056595441","192.168.1.208","130.211.21.250","TCP","66","57502  >  443 [ACK] Seq=640 Ack=213 Win=64128 Len=0 TSval=1902050525 TSecr=124181218"
"2512","44.065907217","192.168.1.208","130.211.21.250","TLSv1.3","130","Change Cipher Spec, Application Data"
"2513","44.066264817","192.168.1.208","130.211.21.250","TLSv1.3","158","Application Data"
"2514","44.067426314","192.168.1.208","130.211.21.250","TLSv1.3","458","Application Data"
"2515","44.068785368","162.247.243.146","192.168.1.208","TLSv1.2","635","Application Data"
"2516","44.068840977","192.168.1.208","162.247.243.146","TCP","54","38398  >  443 [ACK] Seq=1115 Ack=582 Win=497 Len=0"
"2517","44.081745211","130.211.21.250","192.168.1.208","TLSv1.3","646","Application Data, Application Data"
"2518","44.081788856","192.168.1.208","130.211.21.250","TCP","66","57502  >  443 [ACK] Seq=1188 Ack=793 Win=64128 Len=0 TSval=1902050550 TSecr=124181241"
"2519","44.081745640","130.211.21.250","192.168.1.208","TLSv1.3","97","Application Data"
"2520","44.081822594","192.168.1.208","130.211.21.250","TCP","66","57502  >  443 [ACK] Seq=1188 Ack=824 Win=64128 Len=0 TSval=1902050550 TSecr=124181241"
"2521","44.085065081","192.168.1.208","130.211.21.250","TLSv1.3","97","Application Data"
"2522","44.090790919","130.211.21.250","192.168.1.208","TLSv1.3","397","Application Data"
"2523","44.090809632","192.168.1.208","130.211.21.250","TCP","66","57502  >  443 [ACK] Seq=1219 Ack=1155 Win=63872 Len=0 TSval=1902050559 TSecr=124181252"
"2524","44.093297590","192.168.1.208","130.211.21.250","TLSv1.3","105","Application Data"
"2525","44.093758832","192.168.1.208","130.211.21.250","TLSv1.3","241","Application Data"
"2526","44.101022042","130.211.21.250","192.168.1.208","TCP","66","443  >  57502 [ACK] Seq=1155 Ack=1219 Win=68096 Len=0 TSval=124181262 TSecr=1902050553"
"2527","44.104530467","130.211.21.250","192.168.1.208","TCP","66","443  >  57502 [ACK] Seq=1155 Ack=1258 Win=68096 Len=0 TSval=124181265 TSecr=1902050561"
"2528","44.104530873","130.211.21.250","192.168.1.208","TCP","66","443  >  57502 [ACK] Seq=1155 Ack=1433 Win=69376 Len=0 TSval=124181266 TSecr=1902050562"
"2529","44.128661339","130.211.21.250","192.168.1.208","TLSv1.3","148","Application Data"
"2530","44.137986417","130.211.21.250","192.168.1.208","TLSv1.3","1426","Application Data"
"2531","44.138022110","192.168.1.208","130.211.21.250","TCP","66","57502  >  443 [ACK] Seq=1433 Ack=2597 Win=64128 Len=0 TSval=1902050606 TSecr=124181291"
"2532","44.137987135","130.211.21.250","192.168.1.208","TLSv1.3","97","Application Data"
"2533","44.137987246","130.211.21.250","192.168.1.208","TLSv1.3","105","Application Data"
"2534","44.138227758","192.168.1.208","130.211.21.250","TCP","66","57502  >  443 [ACK] Seq=1433 Ack=2667 Win=64128 Len=0 TSval=1902050606 TSecr=124181291"
"2535","44.139539028","192.168.1.208","130.211.21.250","TLSv1.3","105","Application Data"
"2536","44.155700511","130.211.21.250","192.168.1.208","TCP","66","443  >  57502 [ACK] Seq=2667 Ack=1472 Win=69376 Len=0 TSval=124181318 TSecr=1902050607"
"2537","44.232444383","192.168.1.208","172.217.4.238","QUIC","75","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2538","44.248508137","172.217.4.238","192.168.1.208","QUIC","68","Protected Payload (KP0)"
"2539","44.543527017","192.168.1.11","255.255.255.255","UDP","46","45227  >  10001 Len=4"
"2540","44.569494983","192.168.1.208","172.217.0.14","QUIC","1153","Protected Payload (KP0), DCID=5e2613fec3a0e57f"
"2541","44.570193523","192.168.1.208","172.217.4.238","QUIC","1269","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2542","44.576036672","192.168.1.208","172.217.0.14","QUIC","1388","Protected Payload (KP0), DCID=5e2613fec3a0e57f"
"2543","44.576072780","192.168.1.208","172.217.0.14","QUIC","1392","Protected Payload (KP0), DCID=5e2613fec3a0e57f"
"2544","44.576086214","192.168.1.208","172.217.0.14","QUIC","1392","Protected Payload (KP0), DCID=5e2613fec3a0e57f"
"2545","44.576097452","192.168.1.208","172.217.0.14","QUIC","677","Protected Payload (KP0), DCID=5e2613fec3a0e57f"
"2546","44.579062263","192.168.1.208","172.217.4.238","QUIC","1385","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2547","44.579094750","192.168.1.208","172.217.4.238","QUIC","1392","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2548","44.579107734","192.168.1.208","172.217.4.238","QUIC","1392","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2549","44.579119185","192.168.1.208","172.217.4.238","QUIC","1392","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2550","44.579129880","192.168.1.208","172.217.4.238","QUIC","665","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2551","44.584201328","172.217.4.238","192.168.1.208","QUIC","72","Protected Payload (KP0)"
"2552","44.584201476","172.217.0.14","192.168.1.208","QUIC","69","Protected Payload (KP0)"
"2553","44.586826803","192.168.1.208","172.217.4.238","QUIC","75","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2554","44.587617634","172.217.0.14","192.168.1.208","QUIC","69","Protected Payload (KP0)"
"2555","44.587617819","172.217.0.14","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"2556","44.587915173","192.168.1.208","172.217.0.14","QUIC","75","Protected Payload (KP0), DCID=5e2613fec3a0e57f"
"2557","44.590254197","172.217.4.238","192.168.1.208","QUIC","72","Protected Payload (KP0)"
"2558","44.592054003","172.217.4.238","192.168.1.208","QUIC","68","Protected Payload (KP0)"
"2559","44.593324606","192.168.1.208","172.217.4.238","QUIC","75","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2560","44.611121015","172.217.0.14","192.168.1.208","QUIC","558","Protected Payload (KP0)"
"2561","44.611121130","172.217.0.14","192.168.1.208","QUIC","314","Protected Payload (KP0)"
"2562","44.611308235","192.168.1.208","172.217.0.14","QUIC","77","Protected Payload (KP0), DCID=5e2613fec3a0e57f"
"2563","44.613779807","172.217.0.14","192.168.1.208","QUIC","512","Protected Payload (KP0)"
"2564","44.613779876","172.217.0.14","192.168.1.208","QUIC","85","Protected Payload (KP0)"
"2565","44.613923766","192.168.1.208","172.217.0.14","QUIC","77","Protected Payload (KP0), DCID=5e2613fec3a0e57f"
"2566","44.624756355","172.217.0.14","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"2567","44.639105286","192.168.1.208","172.217.0.14","QUIC","75","Protected Payload (KP0), DCID=5e2613fec3a0e57f"
"2568","44.641373357","192.168.1.208","172.217.4.238","QUIC","465","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2569","44.641840538","192.168.1.208","172.217.4.202","QUIC","695","Protected Payload (KP0), DCID=724649c56492730d"
"2570","44.642316597","192.168.1.208","172.217.4.238","QUIC","575","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2571","44.651023108","172.217.4.238","192.168.1.208","QUIC","582","Protected Payload (KP0)"
"2572","44.651154906","192.168.1.208","172.217.4.238","QUIC","79","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2573","44.652356039","172.217.4.238","192.168.1.208","QUIC","72","Protected Payload (KP0)"
"2574","44.652356236","172.217.4.238","192.168.1.208","QUIC","562","Protected Payload (KP0)"
"2575","44.652356272","172.217.4.238","192.168.1.208","QUIC","72","Protected Payload (KP0)"
"2576","44.652356305","172.217.4.202","192.168.1.208","QUIC","69","Protected Payload (KP0)"
"2577","44.652598035","192.168.1.208","172.217.4.238","QUIC","79","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2578","44.655390789","192.168.1.208","172.217.4.238","QUIC","75","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2579","44.655976389","172.217.4.238","192.168.1.208","QUIC","68","Protected Payload (KP0)"
"2580","44.655976583","172.217.4.238","192.168.1.208","QUIC","68","Protected Payload (KP0)"
"2581","44.658561127","192.168.1.208","172.217.4.238","QUIC","75","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2582","44.659312861","192.168.1.208","142.250.190.99","QUIC","472","Protected Payload (KP0), DCID=219e5bd87e9bc62f"
"2583","44.663948857","172.217.4.238","192.168.1.208","QUIC","68","Protected Payload (KP0)"
"2584","44.663949089","172.217.4.202","192.168.1.208","QUIC","195","Protected Payload (KP0)"
"2585","44.663949130","172.217.4.202","192.168.1.208","QUIC","89","Protected Payload (KP0)"
"2586","44.664142922","192.168.1.208","172.217.4.202","QUIC","77","Protected Payload (KP0), DCID=724649c56492730d"
"2587","44.667181320","172.217.4.238","192.168.1.208","QUIC","68","Protected Payload (KP0)"
"2588","44.667412629","192.168.1.208","192.168.1.1","DNS","90","Standard query 0xabdb A contacts.google.com OPT"
"2589","44.669985959","142.250.190.99","192.168.1.208","QUIC","338","Protected Payload (KP0)"
"2590","44.669986199","142.250.190.99","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"2591","44.670151120","192.168.1.208","142.250.190.99","QUIC","77","Protected Payload (KP0), DCID=219e5bd87e9bc62f"
"2592","44.675076255","192.168.1.1","192.168.1.208","DNS","127","Standard query response 0xabdb A contacts.google.com CNAME plus.l.google.com A 142.250.190.78 OPT"
"2593","44.675700893","192.168.1.208","142.250.190.78","QUIC","615","Protected Payload (KP0), DCID=e9e946a4370ee9a1"
"2594","44.687207499","142.250.190.78","192.168.1.208","QUIC","69","Protected Payload (KP0)"
"2595","44.689808941","192.168.1.208","172.217.4.202","QUIC","75","Protected Payload (KP0), DCID=724649c56492730d"
"2596","44.695967139","192.168.1.208","142.250.190.99","QUIC","75","Protected Payload (KP0), DCID=219e5bd87e9bc62f"
"2597","44.701224505","172.217.4.202","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"2598","44.705796202","142.250.190.99","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"2599","44.711105592","142.250.190.78","192.168.1.208","QUIC","281","Protected Payload (KP0)"
"2600","44.711105770","142.250.190.78","192.168.1.208","QUIC","67","Protected Payload (KP0)"
"2601","44.711375373","192.168.1.208","142.250.190.78","QUIC","77","Protected Payload (KP0), DCID=e9e946a4370ee9a1"
"2602","44.713800280","192.168.1.208","142.250.190.78","QUIC","271","Protected Payload (KP0), DCID=e9e946a4370ee9a1"
"2603","44.724635505","142.250.190.78","192.168.1.208","QUIC","69","Protected Payload (KP0)"
"2604","44.724641011","192.168.1.208","172.217.4.238","QUIC","418","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2605","44.730967006","172.217.4.238","192.168.1.208","QUIC","392","Protected Payload (KP0)"
"2606","44.730967393","172.217.4.238","192.168.1.208","QUIC","90","Protected Payload (KP0)"
"2607","44.731280324","192.168.1.208","172.217.4.238","QUIC","79","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2608","44.732258802","172.217.4.238","192.168.1.208","QUIC","77","Protected Payload (KP0)"
"2609","44.733841941","172.217.4.238","192.168.1.208","QUIC","196","Protected Payload (KP0)"
"2610","44.733967298","192.168.1.208","172.217.4.238","QUIC","75","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2611","44.737289956","172.217.4.238","192.168.1.208","QUIC","72","Protected Payload (KP0)"
"2612","44.741271731","192.168.1.208","172.217.4.238","QUIC","75","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2613","44.744162819","172.217.4.238","192.168.1.208","QUIC","68","Protected Payload (KP0)"
"2614","44.750577136","192.168.1.208","142.250.190.78","QUIC","75","Protected Payload (KP0), DCID=e9e946a4370ee9a1"
"2615","44.767316662","142.250.190.78","192.168.1.208","QUIC","1392","Protected Payload (KP0)"
"2616","44.767317251","142.250.190.78","192.168.1.208","QUIC","1392","Protected Payload (KP0)"
"2617","44.767317363","142.250.190.78","192.168.1.208","QUIC","1392","Protected Payload (KP0)"
"2618","44.767317479","142.250.190.78","192.168.1.208","QUIC","1392","Protected Payload (KP0)"
"2619","44.767529731","142.250.190.78","192.168.1.208","QUIC","1392","Protected Payload (KP0)"
"2620","44.767529911","142.250.190.78","192.168.1.208","QUIC","1392","Protected Payload (KP0)"
"2621","44.767530058","142.250.190.78","192.168.1.208","QUIC","1392","Protected Payload (KP0)"
"2622","44.767530196","142.250.190.78","192.168.1.208","QUIC","389","Protected Payload (KP0)"
"2623","44.767530323","142.250.190.78","192.168.1.208","QUIC","1133","Protected Payload (KP0)"
"2624","44.767530428","142.250.190.78","192.168.1.208","QUIC","76","Protected Payload (KP0)"
"2625","44.767530532","142.250.190.78","192.168.1.208","QUIC","123","Protected Payload (KP0)"
"2626","44.767530632","172.217.4.238","192.168.1.208","QUIC","390","Protected Payload (KP0)"
"2627","44.767570779","172.217.4.238","192.168.1.208","QUIC","127","Protected Payload (KP0)"
"2628","44.767882331","192.168.1.208","142.250.190.78","QUIC","77","Protected Payload (KP0), DCID=e9e946a4370ee9a1"
"2629","44.768055052","192.168.1.208","142.250.190.78","QUIC","75","Protected Payload (KP0), DCID=e9e946a4370ee9a1"
"2630","44.768148959","192.168.1.208","142.250.190.78","QUIC","75","Protected Payload (KP0), DCID=e9e946a4370ee9a1"
"2631","44.768235617","192.168.1.208","142.250.190.78","QUIC","75","Protected Payload (KP0), DCID=e9e946a4370ee9a1"
"2632","44.768324233","192.168.1.208","142.250.190.78","QUIC","75","Protected Payload (KP0), DCID=e9e946a4370ee9a1"
"2633","44.768456180","192.168.1.208","142.250.190.78","QUIC","75","Protected Payload (KP0), DCID=e9e946a4370ee9a1"
"2634","44.770708661","172.217.4.238","192.168.1.208","QUIC","78","Protected Payload (KP0)"
"2635","44.770709024","172.217.4.238","192.168.1.208","QUIC","110","Protected Payload (KP0)"
"2636","44.771263619","192.168.1.208","172.217.4.238","QUIC","79","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2637","44.775124038","192.168.1.208","172.217.4.238","QUIC","75","Protected Payload (KP0), DCID=78b69a1f36009c15"
"2638","44.784160099","172.217.4.238","192.168.1.208","QUIC","68","Protected Payload (KP0)"
